everything awesome everything awesome
like songs everything awesomeee like songs everything awesomeee
huge disappointment rising franchise clever writing interesting meta commentary tried twice meta overly complicated plot ran long familiar take villains even kids theatre starting yawn past 90min mark huge disappointment rising franchise clever writing interesting meta commentary tried twice meta overly complicated plot ran long familiar take villains even kids theatre starting yawn past 90min mark
wasnt good hype fell sleep movie see wasnt good wasnt good hype fell sleep movie see wasnt good
tired saw could stay awake hoped near good first proof retread sequels worth tired saw could stay awake hoped near good first proof retread sequels worth
fan first lego movie quite excited part 2 little disappointed however reasons think cast great first movie think animation style music fantastic really provide interesting visual experience theres quite lack plotline easy follow plot takes turns found genuinely confused parts movie couldnt tell really happening general understanding plot start develops least difficult follow another thing disappointed ferrell present movie big issue absolutely loved performance original upset never shown film lines dialogue think great movie especially young children filled lots humor dancing especially legos ask youre better original fan first lego movie quite excited part 2 little disappointed however reasons think cast great first movie think animation style music fantastic really provide interesting visual experience theres quite lack plotline easy follow plot takes turns found genuinely confused parts movie couldnt tell really happening general understanding plot start develops least difficult follow another thing disappointed ferrell present movie big issue absolutely loved performance original upset never shown film lines dialogue think great movie especially young children filled lots humor dancing especially legos ask youre better original
gets old first one better gets old first one better
funentertaining pleasing watch funentertaining pleasing watch
great movie fun everyone allaround popculture references adults funny quips kids great movie fun everyone allaround popculture references adults funny quips kids
course good first doesnt flow quite naturally somewhat expected lacks shock surprise felt watching 1 man still deliver fantastic moviethe animation always gorgeous characters still super fun watch movie may ever slightly overdo selfreferential humor hard complain youre laughing head offthis story contains beautiful message kids adults hear averts expectations wonderful plot twist follows predecessors footsteps throwing rule book traveling wherever filmmakers imaginations take movie creates beautiful unique funtowatch worlds simply cant visit movie universe lego movie 2 second part absolutely brilliant name storytelling best witnessed many people possible course good first doesnt flow quite naturally somewhat expected lacks shock surprise felt watching 1 man still deliver fantastic moviethe animation always gorgeous characters still super fun watch movie may ever slightly overdo selfreferential humor hard complain youre laughing head offthis story contains beautiful message kids adults hear averts expectations wonderful plot twist follows predecessors footsteps throwing rule book traveling wherever filmmakers imaginations take movie creates beautiful unique funtowatch worlds simply cant visit movie universe lego movie 2 second part absolutely brilliant name storytelling best witnessed many people possible
thought movie super loved songs especially everything awesome loved emit showing lucy around house thought movie super loved songs especially everything awesome loved emit showing lucy around house
really good movie better first one loved perfect like first one really good movie better first one loved perfect like first one
movie fun watch good storyexcept ending movie fun watch good storyexcept ending
movie sooooooooo good itï¿½ 12 12 12tms good first lego movie nearly great recommend movie ages 0 99 movie sooooooooo good itï¿½ 12 12 12tms good first lego movie nearly great recommend movie ages 0 99
slightly disappointed fun first movie 12 year old niece actually got bored slightly disappointed fun first movie 12 year old niece actually got bored
good first means bad film liked first one music good first means bad film liked first one music
everything okay picking last movie left lego people want live lives course wouldnt make interesting story alien threat unknown intentions figure exactly going handle temperature lego movies one subject change quickness loved original thought take batman pretty hilarious felt ninjago even worth time day getting many lego movies rapid succession cant help say oversaturating new movie underperforming box office think entirely public interest waning fairly sad report feel like lego movie 2 everything feared first movie would know hungry bit vexed really pointless traffic driving theater movie really brought items would afterthoughts didnt find funny everything broken wasnt bored checking watch anything leg ninjago time waiting realized halfway wasnt going get better jokes never really hit random anything surprising phil lord chris miller penned script didnt direct half main characters first movie felt warmly dont anything completely pushed background could sum movie phrase would lost goodwill think animation still quality dont complaints care music found annoying catchy especially trying present next everything awesome imitation think character rex dangervest also voiced chris pratt kurt russell impression bring something table least say anything raptors make laugh got light chuckles best lego movie 2 disappointment everything okay picking last movie left lego people want live lives course wouldnt make interesting story alien threat unknown intentions figure exactly going handle temperature lego movies one subject change quickness loved original thought take batman pretty hilarious felt ninjago even worth time day getting many lego movies rapid succession cant help say oversaturating new movie underperforming box office think entirely public interest waning fairly sad report feel like lego movie 2 everything feared first movie would know hungry bit vexed really pointless traffic driving theater movie really brought items would afterthoughts didnt find funny everything broken wasnt bored checking watch anything leg ninjago time waiting realized halfway wasnt going get better jokes never really hit random anything surprising phil lord chris miller penned script didnt direct half main characters first movie felt warmly dont anything completely pushed background could sum movie phrase would lost goodwill think animation still quality dont complaints care music found annoying catchy especially trying present next everything awesome imitation think character rex dangervest also voiced chris pratt kurt russell impression bring something table least say anything raptors make laugh got light chuckles best lego movie 2 disappointment
lego movie 2 fun clever first one also extremely emotional times really touching message lego movie 2 fun clever first one also extremely emotional times really touching message
horrible working way hard trying funny horrible working way hard trying funny
wow critics score audience score almost equal level suprise sure hilariousanyway movie fun watch first one lot better depends u expect movie pretty boring first 45min starts getting better wow critics score audience score almost equal level suprise sure hilariousanyway movie fun watch first one lot better depends u expect movie pretty boring first 45min starts getting better
seven year old daughter loved teens seven year old daughter loved teens
lego movie 2 fun time wasnt good first one sisters characters werent interesting developed ones first movie werent even legos movie doesnt charm first one brings back great characters first one makes enjoyable experience lego movie 2 fun time wasnt good first one sisters characters werent interesting developed ones first movie werent even legos movie doesnt charm first one brings back great characters first one makes enjoyable experience
sequel great moments action comedy good predecessor basically due plot wanted expand universe new characters sufficiently justified moments felt place meaningless like hole plot sequel great moments action comedy good predecessor basically due plot wanted expand universe new characters sufficiently justified moments felt place meaningless like hole plot
movie good first lot fun references good story good twists personally blast seeing theatres recommend movie ages movie good first lot fun references good story good twists personally blast seeing theatres recommend movie ages
movie wacky movie fun movie far better story right movie wacky movie fun movie far better story right
lots beautiful lessons learnt kids intellectual dare add political depth adults enjoy film surpasses itï¿½ 12tms predecessor conjuring feels laughs simplistic design queen watevra waï¿½ 12tmnabiï¿½ 12tms animation truely incredible marvel watch bravo 1010 lots beautiful lessons learnt kids intellectual dare add political depth adults enjoy film surpasses itï¿½ 12tms predecessor conjuring feels laughs simplistic design queen watevra waï¿½ 12tmnabiï¿½ 12tms animation truely incredible marvel watch bravo 1010
expected funny entertaining fun lego story telling like original however sequel puts storytelling comedy second pushing feminist agenda movie aimed kids expected funny entertaining fun lego story telling like original however sequel puts storytelling comedy second pushing feminist agenda movie aimed kids
movie many great jokes crazy references cool characters crazy situations fun music somehow didnt come together got boring middle little kids started acting theater end good sort made worth watching hindsight movie many great jokes crazy references cool characters crazy situations fun music somehow didnt come together got boring middle little kids started acting theater end good sort made worth watching hindsight
first movie better one ok would prefer different heroes rehashing everyone original movie felt repetitive first movie better one ok would prefer different heroes rehashing everyone original movie felt repetitive
terrible message feminist agenda taught children terrible message feminist agenda taught children
good first one still decent movie mostly good jokes one joke particular made sense rex steals wonder womans jet wonder woman says lasso understand supposed funny joke punchline doesnt work one joke average film good first one still decent movie mostly good jokes one joke particular made sense rex steals wonder womans jet wonder woman says lasso understand supposed funny joke punchline doesnt work one joke average film
ok first movie better ok first movie better
enjoyed integration human lego world much one first one enjoyed integration human lego world much one first one
pretty poor boring unfunny best part credits pretty poor boring unfunny best part credits
definitely wasnï¿½ 12tmt good 1st lego movie pretty boring definitely wasnï¿½ 12tmt good 1st lego movie pretty boring
fun kids movie burdened expectations first times drags ultimally provides entertaining movie fun kids movie burdened expectations first times drags ultimally provides entertaining movie
lego movie 2 second part initial reaction fit first part main characters emmet brickowski wilstylelucy two master builders voiced chris pratt elizabeth banks batman yeah guy heï¿½tms voiced arnett plot summary group strange creatures shows emmet lucyï¿½tms part universe take emmetï¿½tms friends hostage ï¿½ ï¿½guestsï¿½ wedding batman queen whatever waï¿½tmnabi emmet goes rescue mission almost gets demolished space another master builder red dangervest saves emmet agrees help rescue friends scoring main characters arenï¿½tmt good original theyï¿½tmre still funny great chemistry score 8 supporting cast found new characters really interesting queen good moments swell female warrior captures emmetï¿½tms friends score 8 plot enjoyed ride emmet goes save friends thereï¿½tms really nice twist plot leading satisfying conclusion score 9 originality film takes usual ï¿½hero goes save dayï¿½ gives nice tweaks adjustments score 8 violence factor thereï¿½tms bit fighting emmetï¿½tms gang outsiders seems nobody gets blasted little lego pieces like lego games score 8 moral issues center story sweet tale two siblings get along also shows different groups toys work together find common ground score 9final score 60 50 score 8333 may great original still lot lego magic lego movie 2 second part initial reaction fit first part main characters emmet brickowski wilstylelucy two master builders voiced chris pratt elizabeth banks batman yeah guy heï¿½tms voiced arnett plot summary group strange creatures shows emmet lucyï¿½tms part universe take emmetï¿½tms friends hostage ï¿½ ï¿½guestsï¿½ wedding batman queen whatever waï¿½tmnabi emmet goes rescue mission almost gets demolished space another master builder red dangervest saves emmet agrees help rescue friends scoring main characters arenï¿½tmt good original theyï¿½tmre still funny great chemistry score 8 supporting cast found new characters really interesting queen good moments swell female warrior captures emmetï¿½tms friends score 8 plot enjoyed ride emmet goes save friends thereï¿½tms really nice twist plot leading satisfying conclusion score 9 originality film takes usual ï¿½hero goes save dayï¿½ gives nice tweaks adjustments score 8 violence factor thereï¿½tms bit fighting emmetï¿½tms gang outsiders seems nobody gets blasted little lego pieces like lego games score 8 moral issues center story sweet tale two siblings get along also shows different groups toys work together find common ground score 9final score 60 50 score 8333 may great original still lot lego magic
bad could give 0 stars would awesome ending best creditsoverall movie boring badly written didnt catchiness first movie sure subplot brothers sisters playing well together kept interfering lego movie done 12 hour soulsucking movie marriage part couldnt bad could give 0 stars would awesome ending best creditsoverall movie boring badly written didnt catchiness first movie sure subplot brothers sisters playing well together kept interfering lego movie done 12 hour soulsucking movie marriage part couldnt
really fun movie lot surprise jokes also glad kept lego theme really fun movie lot surprise jokes also glad kept lego theme
great continuation original story funny easter eggs cameos take kids fun great continuation original story funny easter eggs cameos take kids fun
honestly kitten pretty hot dude honestly kitten pretty hot dude
clever original music pretty good though clever original music pretty good though
love movie much animation incredible story good well music stuck head since watched movie days ago love movie much animation incredible story good well music stuck head since watched movie days ago
really enjoy movie catchy songs nice plot funny moments even though still good original one movie definitely worth watching really enjoy movie catchy songs nice plot funny moments even though still good original one movie definitely worth watching
loved movie much far better first perfect story hit right ways shed maybe tears loved movie much far better first perfect story hit right ways shed maybe tears
yes yup please yes yup please
boring good scenes fell asleep theaterthe premise stale boring good scenes fell asleep theaterthe premise stale
great predecessor still descent film voice actors give film shows animation spectacular like first film second wasnt home run villain predictable real surprises time around feels like film kids film original kids love sequel adults might left little disappointed great predecessor still descent film voice actors give film shows animation spectacular like first film second wasnt home run villain predictable real surprises time around feels like film kids film original kids love sequel adults might left little disappointed
worst movie ever watched worst movie ever watched
good first even close kids audience seemed fun though guess thats point good first even close kids audience seemed fun though guess thats point
everything awesome expet feminisim everything awesome expet feminisim
lacking everything made original well original funny irreverent second part feels like fun sucked song goes everything awesome perfectly sums movie boot almost anyone follow politics understands toxic masculinity understand movie certified freshwell might well convert em theyre young lacking everything made original well original funny irreverent second part feels like fun sucked song goes everything awesome perfectly sums movie boot almost anyone follow politics understands toxic masculinity understand movie certified freshwell might well convert em theyre young
couple words movie confusing heartless far cry freshness theme first movie couple words movie confusing heartless far cry freshness theme first movie
worst movie ever seen itï¿½ 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12tms almost like movie kids worst movie ever seen itï¿½ 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12tms almost like movie kids
slow lacked cameos surprises first film lesser degree lego batman movie wait home release slow lacked cameos surprises first film lesser degree lego batman movie wait home release
lego movie 2 quite splendid film good precedent still good storyline funny ever lego movie 2 great film lego movie 2 quite splendid film good precedent still good storyline funny ever lego movie 2 great film
movie colorful heart worming unbelievable animation humor funny good first movie movie colorful heart worming unbelievable animation humor funny good first movie
film follows first sticks original characters developing progressing relationships see go ridiculous adventures crack pop culture reference jokes film decent worth watch like first one havenï¿½tmt still see however songs annoying childish itï¿½tms defintely centred towards children filmï¿½tms first half isnï¿½tmt good wonder itï¿½tms going picks second half overall decent film want wait comes youï¿½tmre missing best film year film follows first sticks original characters developing progressing relationships see go ridiculous adventures crack pop culture reference jokes film decent worth watch like first one havenï¿½tmt still see however songs annoying childish itï¿½tms defintely centred towards children filmï¿½tms first half isnï¿½tmt good wonder itï¿½tms going picks second half overall decent film want wait comes youï¿½tmre missing best film year
entretenida comica con mucho de fondo llena de referencias graciosas grandiosa pelicula entretenida comica con mucho de fondo llena de referencias graciosas grandiosa pelicula
second part lives original adding awesome characters heartwarming moments second part lives original adding awesome characters heartwarming moments
honestly itï¿½ 12tms 100 better first movie also stupider honestly itï¿½ 12tms 100 better first movie also stupider
would want see movie critics idea public movie goer wants see would want see movie critics idea public movie goer wants see
disappointing follow original lego movie lego batman jokes far consistently predictable fell flat thing mildly entertaining legos real life scenarios even batman scenes letdown id watch original lego movie batman lego movie 10 times rewatching one disappointing follow original lego movie lego batman jokes far consistently predictable fell flat thing mildly entertaining legos real life scenarios even batman scenes letdown id watch original lego movie batman lego movie 10 times rewatching one
horrible movie kits horrible movie kits
first movie didnt one actually liked first movie didnt one actually liked
liked movie first one laughing loud theater kids grandparents equally good humor wasnt huge fan musical numbers liked storyline say musical numbers badï¿½ downloaded soundtrack right leaving singing songs nonstop house loved seeing two extremes boy playing legos girl playing legos merging worlds together appealed everyone son keeps begging go back see theater liked movie first one laughing loud theater kids grandparents equally good humor wasnt huge fan musical numbers liked storyline say musical numbers badï¿½ downloaded soundtrack right leaving singing songs nonstop house loved seeing two extremes boy playing legos girl playing legos merging worlds together appealed everyone son keeps begging go back see theater
lego movie 2 second part superb followup original film lives yearsï¿½tm worth hype surrounding vibrant voice talent including new standouts quippy writing make cartoon genredefying blast fans lego franchise must check outthe movie follows five years since ï¿½everything awesomeï¿½ citizens bricksburg suffered irreparable damage forces lego duplo invaders bricksburg descended apocolaypseburg citizens brood luckily emmet chris pratt always retains hope even general mayhem stephanie beatriz captures many friends takes emmet journey across multiple unexplored worlds including central duplo musical land fate lego galaxy relies upon himthe ensemble cast features one role chris pratt course emmet also rex dangervest continues shine emmet reluctant hero taken deeper territories hope regain friends tested rex dangervest shines favorite character remains charming presence even mirrors many prattï¿½tms roles hollywood relevance plot also provides mindbending revelations elizabeth banks lucywyldstyle continues heartfelt buddy dynamic emmet even wants something intimidating proves interesting drive quest find lucy new additions stephanie beatriz tiffany haddish welcome ones unique duplo builds taking spotlight particular tiffany haddish queen watevra waï¿½tmnabi shines malicious intent deceitful musical numbers arnett allison brie charlie day return previous movie continue signature work even moment shine amid gigantic cast mike mitchell spectacularly directs movie great mastery unconventional animation found within pans beautifully also phil lord christopher miller return script might even funnier meta original favorite scene musical number batman queen watevra waï¿½tmnabi true showcase seriesï¿½tm unique sense metacommentary humor problems movie stem real world scenes even though dynamics siblings finn jadon sand bianca brooklynn prince touching even humorous one doesnï¿½tmt lead much feels tacked time gap seeming like something afterthought message film everything always awesome times like must always let people help others much give film 45 5 stars recommend ages 6 18reviewed arjun n kids first film critic reviews youth visit kidsfirst dot org lego movie 2 second part superb followup original film lives yearsï¿½tm worth hype surrounding vibrant voice talent including new standouts quippy writing make cartoon genredefying blast fans lego franchise must check outthe movie follows five years since ï¿½everything awesomeï¿½ citizens bricksburg suffered irreparable damage forces lego duplo invaders bricksburg descended apocolaypseburg citizens brood luckily emmet chris pratt always retains hope even general mayhem stephanie beatriz captures many friends takes emmet journey across multiple unexplored worlds including central duplo musical land fate lego galaxy relies upon himthe ensemble cast features one role chris pratt course emmet also rex dangervest continues shine emmet reluctant hero taken deeper territories hope regain friends tested rex dangervest shines favorite character remains charming presence even mirrors many prattï¿½tms roles hollywood relevance plot also provides mindbending revelations elizabeth banks lucywyldstyle continues heartfelt buddy dynamic emmet even wants something intimidating proves interesting drive quest find lucy new additions stephanie beatriz tiffany haddish welcome ones unique duplo builds taking spotlight particular tiffany haddish queen watevra waï¿½tmnabi shines malicious intent deceitful musical numbers arnett allison brie charlie day return previous movie continue signature work even moment shine amid gigantic cast mike mitchell spectacularly directs movie great mastery unconventional animation found within pans beautifully also phil lord christopher miller return script might even funnier meta original favorite scene musical number batman queen watevra waï¿½tmnabi true showcase seriesï¿½tm unique sense metacommentary humor problems movie stem real world scenes even though dynamics siblings finn jadon sand bianca brooklynn prince touching even humorous one doesnï¿½tmt lead much feels tacked time gap seeming like something afterthought message film everything always awesome times like must always let people help others much give film 45 5 stars recommend ages 6 18reviewed arjun n kids first film critic reviews youth visit kidsfirst dot org
movie better expected hummer heart pretty cool fight scenes plot twist end made amazing ending im interested see warner brothers would make lego movie 3 movie better expected hummer heart pretty cool fight scenes plot twist end made amazing ending im interested see warner brothers would make lego movie 3
took kids really enjoyed movie ways even better first one laughed plenty silly jokes bunch adult humor hidden behind anything silly fun jokes took kids really enjoyed movie ways even better first one laughed plenty silly jokes bunch adult humor hidden behind anything silly fun jokes
ok nothing really new see one first one batman lego movie kids probably like fine ok nothing really new see one first one batman lego movie kids probably like fine
spoiler warningthe lego movie 2 second part continues first film left us duplon invading brickburgs stars cast include chris pratt elizabeth banks arnett tiffany haddish stephanie beatriz alison brie nick offerman charlie day maya rudolph ferrell movie found massive improvement first even first close cinematic masterpiece looking reviews people saying lego movie 2 everything ad ignore idiots viewed thereates heard people laughing way saying great film film gives us lots lots brilliant humour throughout made film truly wonderful funniest character batman film batman said loads references based previous batman films flaw movie metalbeard found character underused didnï¿½tmt make great humour first instead got humour dark knight batman warner bros yet brings us great villain wasnt good president business still great villain real reason loved villain unexpected plot twist villains name rex basically future emmett even though rex didnt anything main plot motive throughout last half movie real side last act villain truly loved character viewed film thought queen waterva wanabi general mayhem actual villains movie emmett nightmare mamagedon happening believe characters cause going happen song song gonna get stuck inside head catchy song people could bang heads song played first time batman flossing cgi terrible references one best parts movie much enjoyed sub plot family lego brought film much depth made excitingas huge batman fan able spot references batmans previous films references came laughed hard batman singing background noticed legendary thing ever heath ledgers joker hard miss might want watch carefully able spot also spotted back future references rex dies death like marty started fading enchantment sea dance reference said movie pretty easy spot back future fans another back future reference delorean rex talks backstory says ship made reference delorean last reference going point gandalf says marvel returning calls know isnt really classed movie reference make marvel fans laugh loud much references might able stop view film first timeoverall lego movie 2 second part lot funny predecessor catchy songs everything awesome great villain good plot go watch lego movie 2 brilliant film spoiler warningthe lego movie 2 second part continues first film left us duplon invading brickburgs stars cast include chris pratt elizabeth banks arnett tiffany haddish stephanie beatriz alison brie nick offerman charlie day maya rudolph ferrell movie found massive improvement first even first close cinematic masterpiece looking reviews people saying lego movie 2 everything ad ignore idiots viewed thereates heard people laughing way saying great film film gives us lots lots brilliant humour throughout made film truly wonderful funniest character batman film batman said loads references based previous batman films flaw movie metalbeard found character underused didnï¿½tmt make great humour first instead got humour dark knight batman warner bros yet brings us great villain wasnt good president business still great villain real reason loved villain unexpected plot twist villains name rex basically future emmett even though rex didnt anything main plot motive throughout last half movie real side last act villain truly loved character viewed film thought queen waterva wanabi general mayhem actual villains movie emmett nightmare mamagedon happening believe characters cause going happen song song gonna get stuck inside head catchy song people could bang heads song played first time batman flossing cgi terrible references one best parts movie much enjoyed sub plot family lego brought film much depth made excitingas huge batman fan able spot references batmans previous films references came laughed hard batman singing background noticed legendary thing ever heath ledgers joker hard miss might want watch carefully able spot also spotted back future references rex dies death like marty started fading enchantment sea dance reference said movie pretty easy spot back future fans another back future reference delorean rex talks backstory says ship made reference delorean last reference going point gandalf says marvel returning calls know isnt really classed movie reference make marvel fans laugh loud much references might able stop view film first timeoverall lego movie 2 second part lot funny predecessor catchy songs everything awesome great villain good plot go watch lego movie 2 brilliant film
wont make smarter might help learn compassion glad delivered plenty laughs went see star puke glitter laughed almost whole way everything youd want modern family comedy wont make smarter might help learn compassion glad delivered plenty laughs went see star puke glitter laughed almost whole way everything youd want modern family comedy
better first better first
laughed delight cried well movie dealt pains growing witty callback filled script oozes joy astute viewer plus killer fun songs good message itï¿½ 12tms awesome time best canï¿½ 12tmt laughed delight cried well movie dealt pains growing witty callback filled script oozes joy astute viewer plus killer fun songs good message itï¿½ 12tms awesome time best canï¿½ 12tmt
pieces falling apart pieces falling apart
everything awesome including movie everything awesome including movie
cash grab awful 85 alita got 60 shows much film critics know apparently page yelp anymore cash grab awful 85 alita got 60 shows much film critics know apparently page yelp anymore
amazing almost hysterical amazing almost hysterical
song gonna get stuck inside head great fun family film worthy sequel tne awesome lego movie song gonna get stuck inside head great fun family film worthy sequel tne awesome lego movie
older brother new adventure lego canon even intimate emotional first one really made happy older brother new adventure lego canon even intimate emotional first one really made happy
fun whole family kids wont stop listening soundtrack great story lot heart fun whole family kids wont stop listening soundtrack great story lot heart
lego 2 funnier first lego movie possible lego 2 funnier first lego movie possible
remember first film interesting twist lego world parallel okay good plot point explained intro five minutes halfway whole ending otherwise carries humor charm like lego films great watch kidstldr reality plit point used much good humor watch kids remember first film interesting twist lego world parallel okay good plot point explained intro five minutes halfway whole ending otherwise carries humor charm like lego films great watch kidstldr reality plit point used much good humor watch kids
went thinking kids movie alas thinly veiled liberal agenda piece disguised kids movie think got last movie veganism reusable straws feminism girl power oprah mention weakstupidevil males even ruth bader ginsburg liberal propaganda finest like movies without politics thank least animation good went thinking kids movie alas thinly veiled liberal agenda piece disguised kids movie think got last movie veganism reusable straws feminism girl power oprah mention weakstupidevil males even ruth bader ginsburg liberal propaganda finest like movies without politics thank least animation good
best credits ever seen didnt watch rest best credits ever seen didnt watch rest
loved first movie adult disappointed plot limited jokes good young kids favorite part song closing credits disappointed whole thing went family two teens loved first one hated one loved first movie adult disappointed plot limited jokes good young kids favorite part song closing credits disappointed whole thing went family two teens loved first one hated one
basically par original slightly better ending basically par original slightly better ending
smart funny meta loved smart funny meta loved
good better first musical numbers phenomenal fan hadish role great good better first musical numbers phenomenal fan hadish role great
great feel good movie lots quick gags clever plot sequels doesnt quite hit heights first movie still brilliant stuff great feel good movie lots quick gags clever plot sequels doesnt quite hit heights first movie still brilliant stuff
novelty lego films usp certainly lost great shame sequel maintains lot originals charm whilst also inheriting problems problems made worse theyve come round like predecessor films strengths lie jokes visuals weaknesses lie bland protagonists little second time around endear anything vehicles jokes role better served films many side characters film fast loud colourful ways made feel old certainly retains charm creativity made first film hit agesalso youll sick everything awesome end film several new songs exceed anything first including wonderful villain song make sure pay attention credits song deconstructs concept end credits novelty lego films usp certainly lost great shame sequel maintains lot originals charm whilst also inheriting problems problems made worse theyve come round like predecessor films strengths lie jokes visuals weaknesses lie bland protagonists little second time around endear anything vehicles jokes role better served films many side characters film fast loud colourful ways made feel old certainly retains charm creativity made first film hit agesalso youll sick everything awesome end film several new songs exceed anything first including wonderful villain song make sure pay attention credits song deconstructs concept end credits
said beforeand say againlightning never strikes twicethe first movie huge hitwith great cast crew membersit would matter time got sequelthis movie greatbeautiful colorsand amazing animationmakes almost better original said beforeand say againlightning never strikes twicethe first movie huge hitwith great cast crew membersit would matter time got sequelthis movie greatbeautiful colorsand amazing animationmakes almost better original
super poï¿½ 12 12 12ï¿½ 12 12 12czenie animacji filmu przygody codziennego ï¿½ 12 12 12 14ycia polecam super poï¿½ 12 12 12ï¿½ 12 12 12czenie animacji filmu przygody codziennego ï¿½ 12 12 12 14ycia polecam
fun movie ferrells voice would would nice fun movie ferrells voice would would nice
fun slow times fun slow times
good movie like good movie like
definitely fun last one maybe added bit 4th wallbreaking time nonetheless first one still favourite definitely fun last one maybe added bit 4th wallbreaking time nonetheless first one still favourite
film generally fun near original comes humour plot cleverness number laugh loud moments music imaginative first film however twist original cat somewhat bag comes ï¿½realityï¿½ story ie brothersisterparent interactions moral ï¿½messageï¿½ film also subtle smacked head mallet iï¿½tmm generally agreement idea listening trying build better world whilst acknowledging everything isnï¿½tmt awesome right way go please stop portraying male characters stupid babies need sensiblestrong females fix everything undermines whole ethic film value bring world shouldnï¿½tmt need blame everything men immaturity maybe iï¿½tmm reading much feel lectured last third film 2 kids enjoyed although 12 year old definitely recognised lacks magic first 7 year old enjoyed appropriate silly bits music batman ï¿½flossingï¿½iï¿½tmd imagine isnï¿½tmt last see lego franchise maybe itï¿½tms worth look could wait dvd download film generally fun near original comes humour plot cleverness number laugh loud moments music imaginative first film however twist original cat somewhat bag comes ï¿½realityï¿½ story ie brothersisterparent interactions moral ï¿½messageï¿½ film also subtle smacked head mallet iï¿½tmm generally agreement idea listening trying build better world whilst acknowledging everything isnï¿½tmt awesome right way go please stop portraying male characters stupid babies need sensiblestrong females fix everything undermines whole ethic film value bring world shouldnï¿½tmt need blame everything men immaturity maybe iï¿½tmm reading much feel lectured last third film 2 kids enjoyed although 12 year old definitely recognised lacks magic first 7 year old enjoyed appropriate silly bits music batman ï¿½flossingï¿½iï¿½tmd imagine isnï¿½tmt last see lego franchise maybe itï¿½tms worth look could wait dvd download
everything still pretty awesome lego movie sequel fun movie clever jokes adult humor throughout keep grownups amused initial ending credits song like everything still pretty awesome lego movie sequel fun movie clever jokes adult humor throughout keep grownups amused initial ending credits song like
lego movie 2 better originalfunny entertaining awesomemore ever known lego movie 2 better originalfunny entertaining awesomemore ever known
maybe good first lego movie 2 second part still manages deliver fun entertaining time also including great message great comedy well maybe good first lego movie 2 second part still manages deliver fun entertaining time also including great message great comedy well
oh da pain movie well written original jokes land time smart mysteries kragle taco tuesday president business exist obvious movie oh da pain movie well written original jokes land time smart mysteries kragle taco tuesday president business exist obvious movie
four adults went see today us thought waste time money nearly good first one four adults went see today us thought waste time money nearly good first one
